label,spread,tick_volume,Bullish swing,Bearish swing,Bullish pinbar,Bearish pinbar,Inside bar,Outside bar,Bullish engulfing,Bearish engulfing
False,8,36135,False,False,False,False,False,False,False,False
False,8,35440,False,False,False,False,False,True,False,False
True,8,40286,False,True,False,False,False,False,False,False
False,8,38134,True,False,False,False,True,False,False,False
True,8,52747,False,False,False,False,True,False,False,False
True,8,121309,False,False,False,False,False,False,False,False
False,8,93816,False,False,False,False,False,False,False,False
True,7,56185,False,True,False,False,True,False,False,False
False,8,76025,False,False,False,False,False,False,False,False
True,8,80961,False,False,False,False,False,False,False,False
True,7,72620,False,False,False,False,False,False,False,False
False,8,56239,False,False,False,False,False,False,False,False
True,8,69705,False,False,False,False,False,False,False,False
False,8,60283,False,False,False,False,False,False,False,False
False,8,57299,False,True,False,False,True,False,False,False
False,8,47895,False,False,False,False,False,False,False,False
True,6,48621,False,False,False,False,False,False,False,False
True,8,81129,False,False,False,False,False,False,False,False
False,8,74697,True,False,False,False,False,False,False,False
True,7,75794,False,True,False,False,False,False,False,False
True,8,98789,False,False,False,False,False,False,False,False
True,8,83098,True,False,False,False,False,False,False,False
True,8,80630,False,True,False,False,True,False,False,False
False,7,80988,False,False,False,False,False,False,False,False
False,8,83539,False,False,False,False,False,False,False,False
False,6,82159,False,True,False,False,False,False,False,False
True,6,78903,True,False,False,False,True,False,False,False
True,7,82561,False,False,False,False,False,False,False,False
True,7,79870,True,False,False,False,False,False,False,False
True,6,70381,False,False,False,False,False,False,False,False
True,7,73936,False,False,False,False,False,False,False,False
True,7,67242,False,False,False,False,False,False,False,False
False,5,61750,False,False,False,False,False,False,False,False
False,6,76518,False,True,False,False,False,False,False,False
True,7,76199,False,False,False,False,False,False,False,False
False,6,73025,False,False,True,False,False,False,False,False
False,7,79165,False,False,False,False,False,False,False,False
False,7,91629,False,False,False,False,False,False,False,False
True,7,108622,False,False,False,False,False,False,False,False
False,7,99713,True,False,False,False,False,False,False,False
True,7,96044,False,False,False,False,False,False,False,False
False,7,78557,False,True,True,False,False,False,False,False
True,8,155099,False,False,True,False,False,False,False,False
True,7,110672,True,False,False,False,False,False,False,False
True,7,72833,False,False,False,False,False,False,False,False
False,7,88744,False,False,False,False,False,False,False,False
True,7,73399,False,True,False,False,True,False,False,False
True,5,74980,False,False,False,False,True,False,False,False
False,6,78968,False,False,False,False,False,False,False,False
False,6,76808,False,False,False,False,False,True,False,False
True,7,88495,False,True,True,False,False,False,False,False
False,7,82935,False,False,False,False,False,True,False,False
False,7,86600,False,False,False,False,False,True,False,False
True,7,86356,False,True,False,False,False,False,False,False
False,7,88352,False,False,False,False,False,True,False,False
True,8,106316,False,False,False,False,False,True,False,True
False,7,108678,False,True,False,False,False,False,False,False
True,7,119420,True,False,False,False,False,False,False,False
False,6,129294,False,True,False,False,True,False,False,False
True,4,107593,False,False,False,False,False,False,False,False
True,8,118172,False,True,False,False,False,False,False,False
True,4,93555,True,False,False,False,True,False,False,False
False,6,88724,False,False,False,False,False,False,False,False
True,6,95147,False,True,False,False,True,False,False,False
