label,spread,tick_volume,Bullish swing,Bearish swing,Bullish pinbar,Bearish pinbar,Inside bar,Outside bar,Bullish engulfing,Bearish engulfing
True,1,526713,False,False,False,False,False,True,False,False
True,1,574416,False,True,False,False,False,False,False,False
True,1,625519,True,False,False,False,False,False,False,False
False,1,453108,False,False,False,False,False,False,False,False
True,1,467936,False,False,False,False,False,False,False,False
False,0,554059,False,True,True,False,False,False,False,False
False,3,372540,True,False,False,False,False,False,False,False
False,2,313409,False,True,False,False,False,False,False,False
True,2,316260,False,False,False,False,False,False,False,False
True,2,424668,False,False,False,False,False,False,False,False
False,2,372151,True,False,False,False,False,False,False,False
False,2,387148,False,False,False,True,False,False,False,False
True,2,361319,False,True,False,False,False,False,False,False
True,2,315729,False,False,False,False,False,True,False,False
False,3,344737,True,False,False,False,False,False,False,False
False,2,369733,False,False,False,False,False,True,False,False
True,3,391742,False,True,False,False,False,False,False,False
False,2,428430,False,False,False,False,False,False,False,False
False,2,387061,True,False,False,False,False,False,False,False
False,2,412609,False,True,False,False,False,False,False,False
False,3,374875,False,False,True,False,False,False,False,False
True,2,396615,True,False,False,True,False,False,False,False
False,3,443026,False,True,False,False,False,False,False,False
False,2,297639,True,False,False,False,False,False,False,False
True,2,352113,False,True,False,False,False,False,False,False
False,2,372424,True,False,False,False,False,False,False,False
True,2,400607,False,False,False,False,False,True,False,False
True,2,426163,True,False,False,False,False,False,False,False
False,2,287476,False,True,False,False,True,False,False,False
True,2,331483,False,False,False,False,False,True,False,False
False,2,365279,True,False,False,False,False,False,False,False
True,3,346702,False,True,False,False,False,False,False,False
True,3,334430,False,False,False,False,False,False,False,False
False,2,365092,True,False,False,False,False,False,False,False
False,2,260644,False,True,False,False,False,False,False,False
True,2,289987,False,False,True,False,False,False,False,False
True,3,298622,True,False,False,False,False,False,False,False
False,2,317731,False,False,False,True,False,False,False,False
True,2,304064,False,True,False,False,False,False,False,False
False,2,294352,True,False,False,False,True,False,False,False
False,0,303744,False,False,False,True,False,False,False,False
False,2,348369,False,True,False,False,False,False,False,False
True,3,280586,False,False,False,False,False,False,False,False
False,2,237518,True,False,False,False,False,False,False,False
False,2,225375,False,True,False,False,True,False,False,False
True,2,241061,False,False,False,False,False,False,False,False
True,2,266238,True,False,False,False,False,False,False,False
False,3,304590,False,True,False,False,True,False,False,False
True,2,251498,False,False,False,False,False,True,False,False
False,3,233185,False,True,False,False,False,False,False,False
True,1,225397,True,False,False,False,False,False,False,False
False,1,325800,False,False,False,False,False,False,False,False
True,3,256590,False,True,False,False,True,False,False,False
False,1,318802,False,False,False,False,False,True,True,False
False,2,290931,True,False,False,True,False,False,False,False
True,2,223778,False,True,False,False,False,False,False,False
False,1,215465,False,False,False,False,False,False,False,False
False,1,222048,True,False,False,False,True,False,False,False
False,2,204455,False,False,False,False,False,False,False,False
True,2,319326,False,False,True,False,False,False,False,False
False,2,387700,True,False,False,False,False,False,False,False
True,1,350110,False,True,False,False,False,False,False,False
False,1,272508,False,False,False,False,False,False,False,False
True,1,379954,False,False,False,False,False,True,False,False
True,1,321987,False,True,False,False,False,False,False,False
False,1,246396,True,False,False,False,False,False,False,False
False,1,244353,False,True,False,False,True,False,False,False
True,1,237660,False,False,False,False,False,False,False,False
True,1,240507,False,False,True,False,False,False,False,False
True,1,245042,True,False,False,False,False,False,False,False
False,1,237094,False,False,False,False,False,False,False,False
True,1,173330,False,False,False,False,False,False,False,False
False,1,179586,False,True,False,False,True,False,False,False
True,1,182718,False,False,False,False,False,False,False,False
False,1,149602,False,False,False,False,False,False,False,False
False,1,153731,True,False,False,False,False,False,False,False
True,1,134465,False,True,True,False,False,False,False,False
True,1,154743,True,False,False,False,False,False,False,False
False,1,190392,False,False,False,False,False,False,False,False
True,1,162001,False,True,False,False,True,False,False,False
False,1,98438,False,False,False,False,False,False,False,False
False,1,138660,False,False,False,True,False,False,False,False
False,1,181181,False,True,False,False,False,False,False,False
False,1,145338,True,False,False,False,True,False,False,False
True,1,148300,False,False,False,False,False,False,False,False
False,1,162515,False,False,False,False,False,False,False,False
False,1,168791,False,False,False,False,False,False,False,False
True,1,153862,False,False,False,False,False,False,False,False
True,1,170332,False,False,True,False,False,False,False,False
True,1,349962,True,False,False,False,False,False,False,False
False,1,385483,False,False,False,False,False,False,False,False
False,0,847709,False,False,False,False,False,False,False,False
True,0,1049884,False,True,False,False,False,False,False,False
False,0,849143,False,False,False,False,False,False,False,False
True,0,543298,True,False,False,False,True,False,False,False
False,0,390449,False,False,False,False,False,False,False,False
False,0,550745,True,False,False,False,False,False,False,False
True,0,506704,False,True,True,False,False,False,False,False
False,0,387192,True,False,False,False,False,False,False,False
False,0,276192,False,True,False,False,False,False,False,False
True,0,266133,True,False,False,False,True,False,False,False
True,0,235768,False,False,False,False,False,False,False,False
True,0,286301,False,False,False,False,False,False,False,False
False,0,368853,False,False,False,False,False,False,False,False
False,0,408736,False,False,False,True,False,False,False,False
True,0,387480,False,True,False,False,False,False,False,False
True,0,284549,True,False,False,False,True,False,False,False
True,1,222081,False,False,False,False,True,False,False,False
True,0,234141,False,False,False,False,False,False,False,False
True,1,230758,False,False,False,False,False,False,False,False
True,0,263527,False,False,False,False,False,False,False,False
True,0,314222,False,False,False,False,False,False,False,False
True,0,292920,False,False,False,True,False,False,False,False
False,0,255048,False,True,False,False,True,False,False,False
True,0,256632,False,False,False,True,False,False,False,False
False,1,263442,False,True,False,False,True,False,False,False
True,0,278392,False,False,False,False,False,False,False,False
False,1,245400,False,True,True,False,False,False,False,False
False,1,233660,False,False,True,False,False,False,False,False
True,0,262427,False,False,False,False,False,False,False,False
True,0,262579,True,False,False,False,True,False,False,False
False,0,218670,False,False,False,False,False,False,False,False
True,0,205670,False,True,False,False,False,False,False,False
False,0,207002,True,False,False,False,False,False,False,False
True,0,228546,False,True,False,False,False,False,False,False
False,0,338196,False,False,False,False,False,True,False,False
True,0,346088,True,False,False,False,False,False,False,False
True,0,249392,False,True,False,False,True,False,False,False
True,0,228011,False,False,False,False,False,True,False,False
False,0,336825,True,False,False,False,False,False,False,False
True,0,378639,False,True,False,False,True,False,False,False
False,0,302251,False,False,False,False,False,False,False,False
True,0,279012,False,True,False,False,True,False,False,False
True,0,227084,False,False,False,True,False,False,False,False
False,0,465745,False,False,False,True,False,False,False,False
True,0,384888,False,True,False,False,False,False,False,False
False,0,188275,False,False,False,False,False,False,False,False
